,trial,choice,reward,cumulative_reward,model_id
830,31,0,1,27,96531
831,32,0,1,28,96531
832,33,0,1,29,96531
833,34,0,1,30,96531
834,35,0,1,31,96531
835,36,0,1,32,96531
836,37,0,1,33,96531
837,38,0,1,34,96531
838,39,0,1,35,96531
839,40,0,1,36,96531
840,41,1,0,36,96531
841,42,0,1,37,96531
842,43,0,1,38,96531
843,44,0,1,39,96531
844,45,0,1,40,96531
845,46,0,1,41,96531
846,47,0,1,42,96531
847,48,0,1,43,96531
848,49,0,1,44,96531
849,50,0,1,45,96531
850,51,0,1,46,96531
851,52,0,1,47,96531
852,53,0,0,47,96531
853,54,0,0,47,96531
854,55,0,0,47,96531
855,56,0,0,47,96531
856,57,0,0,47,96531
857,58,1,1,48,96531
858,59,1,1,49,96531
859,60,1,1,50,96531
860,61,1,1,51,96531
861,62,0,0,51,96531
862,63,1,1,52,96531
863,64,1,1,53,96531
864,65,1,1,54,96531
865,66,1,1,55,96531
866,67,1,1,56,96531
867,68,1,1,57,96531
868,69,1,1,58,96531
869,70,1,1,59,96531
870,71,1,1,60,96531
871,72,1,1,61,96531
872,73,1,1,62,96531
873,74,0,0,62,96531
874,75,1,1,63,96531
875,76,1,1,64,96531
876,77,1,1,65,96531
877,78,1,1,66,96531
878,79,1,1,67,96531
879,80,1,1,68,96531
880,81,1,1,69,96531
881,82,1,1,70,96531
882,83,1,1,71,96531
883,84,1,1,72,96531
884,85,1,1,73,96531
885,86,1,1,74,96531
886,87,1,1,75,96531
887,88,1,1,76,96531
888,89,1,0,76,96531
889,90,1,1,77,96531
890,91,1,1,78,96531
891,92,1,1,79,96531
892,93,1,1,80,96531
893,94,1,1,81,96531
894,95,1,1,82,96531
895,96,1,1,83,96531
896,97,1,1,84,96531
897,98,1,1,85,96531
898,99,1,1,86,96531
899,100,1,1,87,96531
900,1,0,1,1,13435
901,2,0,1,2,13435
902,3,0,1,3,13435
903,4,0,0,3,13435
904,5,1,1,4,13435
905,6,0,1,5,13435
906,7,0,1,6,13435
907,8,0,1,7,13435
908,9,0,1,8,13435
909,10,0,0,8,13435
910,11,1,1,9,13435
911,12,0,1,10,13435
912,13,0,1,11,13435
913,14,0,1,12,13435
914,15,1,1,13,13435
915,16,1,0,13,13435
916,17,0,1,14,13435
917,18,0,1,15,13435
918,19,0,1,16,13435
919,20,0,1,17,13435
920,21,0,1,18,13435
921,22,0,1,19,13435
922,23,0,1,20,13435
923,24,1,0,20,13435
924,25,0,1,21,13435
925,26,0,1,22,13435
926,27,0,1,23,13435
927,28,0,1,24,13435
928,29,0,1,25,13435
929,30,0,1,26,13435
930,31,0,1,27,13435
931,32,0,1,28,13435
932,33,0,1,29,13435
933,34,0,1,30,13435
934,35,0,1,31,13435
935,36,0,1,32,13435
936,37,0,1,33,13435
937,38,0,1,34,13435
938,39,1,0,34,13435
939,40,0,1,35,13435
940,41,0,1,36,13435
941,42,0,1,37,13435
942,43,0,1,38,13435
943,44,1,0,38,13435
944,45,0,1,39,13435
945,46,0,1,40,13435
946,47,0,1,41,13435
947,48,0,1,42,13435
948,49,0,1,43,13435
949,50,0,1,44,13435
950,51,0,1,45,13435
951,52,0,1,46,13435
952,53,0,0,46,13435
953,54,0,0,46,13435
954,55,0,0,46,13435
955,56,0,0,46,13435
956,57,1,1,47,13435
957,58,1,1,48,13435
958,59,1,1,49,13435
959,60,1,1,50,13435
960,61,1,1,51,13435
961,62,1,1,52,13435
962,63,0,1,53,13435
963,64,1,1,54,13435
964,65,0,0,54,13435
965,66,1,1,55,13435
966,67,1,1,56,13435
967,68,0,0,56,13435
968,69,1,1,57,13435
969,70,1,1,58,13435
970,71,0,0,58,13435
971,72,1,1,59,13435
972,73,1,1,60,13435
973,74,1,1,61,13435
974,75,1,1,62,13435
975,76,1,1,63,13435
976,77,1,1,64,13435
977,78,1,1,65,13435
978,79,1,1,66,13435
979,80,1,1,67,13435
980,81,1,1,68,13435
981,82,1,1,69,13435
982,83,1,1,70,13435
983,84,1,1,71,13435
984,85,1,1,72,13435
985,86,1,1,73,13435
986,87,1,1,74,13435
987,88,1,1,75,13435
988,89,1,0,75,13435
989,90,1,1,76,13435
990,91,1,1,77,13435
991,92,1,1,78,13435
992,93,1,1,79,13435
993,94,1,1,80,13435
994,95,1,1,81,13435
995,96,1,1,82,13435
996,97,1,1,83,13435
997,98,1,1,84,13435
998,99,1,1,85,13435
999,100,1,1,86,13435
1000,1,1,1,1,88697
1001,2,0,1,2,88697
1002,3,0,1,3,88697
1003,4,0,0,3,88697
1004,5,0,1,4,88697
1005,6,0,1,5,88697
1006,7,0,1,6,88697
1007,8,0,1,7,88697
1008,9,1,0,7,88697
1009,10,0,0,7,88697
1010,11,0,1,8,88697
1011,12,0,1,9,88697
1012,13,0,1,10,88697
1013,14,0,1,11,88697
1014,15,0,1,12,88697
1015,16,0,1,13,88697
1016,17,0,1,14,88697
1017,18,0,1,15,88697
1018,19,0,1,16,88697
1019,20,0,1,17,88697
1020,21,0,1,18,88697
1021,22,0,1,19,88697
1022,23,0,1,20,88697
1023,24,0,1,21,88697
1024,25,0,1,22,88697
1025,26,1,1,23,88697
1026,27,0,1,24,88697
1027,28,0,1,25,88697
1028,29,1,0,25,88697
1029,30,1,0,25,88697
1030,31,0,1,26,88697
1031,32,0,1,27,88697
1032,33,0,1,28,88697
1033,34,1,1,29,88697
1034,35,0,1,30,88697
1035,36,0,1,31,88697
1036,37,0,1,32,88697
1037,38,0,1,33,88697
1038,39,0,1,34,88697
1039,40,0,1,35,88697
1040,41,0,1,36,88697
1041,42,0,1,37,88697
1042,43,0,1,38,88697
1043,44,0,1,39,88697
1044,45,0,1,40,88697
1045,46,0,1,41,88697
1046,47,0,1,42,88697
1047,48,0,1,43,88697
1048,49,0,1,44,88697
1049,50,0,1,45,88697
1050,51,0,1,46,88697
1051,52,0,1,47,88697
1052,53,0,0,47,88697
1053,54,0,0,47,88697
1054,55,1,1,48,88697
1055,56,0,0,48,88697
1056,57,1,1,49,88697
1057,58,0,0,49,88697
1058,59,1,1,50,88697
1059,60,1,1,51,88697
1060,61,1,1,52,88697
1061,62,0,0,52,88697
1062,63,1,1,53,88697
1063,64,1,1,54,88697
1064,65,1,1,55,88697
1065,66,1,1,56,88697
1066,67,1,1,57,88697
1067,68,1,1,58,88697
1068,69,1,1,59,88697
1069,70,0,1,60,88697
1070,71,1,1,61,88697
1071,72,1,1,62,88697
1072,73,1,1,63,88697
1073,74,1,1,64,88697
1074,75,1,1,65,88697
1075,76,1,1,66,88697
1076,77,1,1,67,88697
1077,78,1,1,68,88697
1078,79,1,1,69,88697
1079,80,1,1,70,88697
1080,81,1,1,71,88697
1081,82,1,1,72,88697
1082,83,1,1,73,88697
1083,84,1,1,74,88697
1084,85,1,1,75,88697
1085,86,1,1,76,88697
1086,87,1,1,77,88697
1087,88,1,1,78,88697
1088,89,1,0,78,88697
1089,90,1,1,79,88697
1090,91,1,1,80,88697
1091,92,1,1,81,88697
1092,93,1,1,82,88697
1093,94,0,0,82,88697
1094,95,1,1,83,88697
1095,96,1,1,84,88697
1096,97,1,1,85,88697
1097,98,1,1,86,88697
1098,99,1,1,87,88697
1099,100,1,1,88,88697
1100,1,0,1,1,97081
1101,2,0,1,2,97081
1102,3,0,1,3,97081
1103,4,0,0,3,97081
1104,5,0,1,4,97081
1105,6,1,0,4,97081
1106,7,0,1,5,97081
1107,8,0,1,6,97081
1108,9,0,1,7,97081
1109,10,0,0,7,97081
1110,11,1,1,8,97081
1111,12,0,1,9,97081
1112,13,0,1,10,97081
1113,14,0,1,11,97081
1114,15,0,1,12,97081
1115,16,0,1,13,97081
1116,17,1,0,13,97081
1117,18,0,1,14,97081
1118,19,0,1,15,97081
1119,20,0,1,16,97081
1120,21,0,1,17,97081
1121,22,0,1,18,97081
1122,23,0,1,19,97081
1123,24,0,1,20,97081
1124,25,0,1,21,97081
1125,26,0,1,22,97081
1126,27,0,1,23,97081
1127,28,0,1,24,97081
1128,29,0,1,25,97081
1129,30,0,1,26,97081
1130,31,0,1,27,97081
1131,32,0,1,28,97081
1132,33,0,1,29,97081
1133,34,0,1,30,97081
1134,35,0,1,31,97081
1135,36,0,1,32,97081
1136,37,0,1,33,97081
1137,38,0,1,34,97081
1138,39,0,1,35,97081
1139,40,0,1,36,97081
1140,41,0,1,37,97081
1141,42,0,1,38,97081
1142,43,0,1,39,97081
1143,44,0,1,40,97081
1144,45,0,1,41,97081
1145,46,0,1,42,97081
1146,47,0,1,43,97081
1147,48,0,1,44,97081
1148,49,0,1,45,97081
1149,50,0,1,46,97081
1150,51,0,1,47,97081
1151,52,0,1,48,97081
1152,53,0,0,48,97081
1153,54,0,0,48,97081
1154,55,0,0,48,97081
1155,56,0,0,48,97081
1156,57,0,0,48,97081
1157,58,1,1,49,97081
1158,59,1,1,50,97081
1159,60,1,1,51,97081
1160,61,1,1,52,97081
1161,62,1,1,53,97081
1162,63,1,1,54,97081
1163,64,1,1,55,97081
1164,65,1,1,56,97081
1165,66,1,1,57,97081
1166,67,1,1,58,97081
1167,68,1,1,59,97081
1168,69,1,1,60,97081
1169,70,0,1,61,97081
1170,71,1,1,62,97081
1171,72,1,1,63,97081
1172,73,1,1,64,97081
1173,74,0,0,64,97081
1174,75,1,1,65,97081
1175,76,1,1,66,97081
1176,77,1,1,67,97081
1177,78,1,1,68,97081
1178,79,1,1,69,97081
1179,80,1,1,70,97081
1180,81,1,1,71,97081
1181,82,1,1,72,97081
1182,83,1,1,73,97081
1183,84,1,1,74,97081
1184,85,1,1,75,97081
1185,86,1,1,76,97081
1186,87,1,1,77,97081
1187,88,1,1,78,97081
1188,89,1,0,78,97081
1189,90,1,1,79,97081
1190,91,1,1,80,97081
1191,92,0,0,80,97081
1192,93,1,1,81,97081
1193,94,1,1,82,97081
1194,95,1,1,83,97081
1195,96,1,1,84,97081
1196,97,1,1,85,97081
1197,98,1,1,86,97081
1198,99,1,1,87,97081
1199,100,1,1,88,97081
1200,1,0,1,1,71483
1201,2,0,1,2,71483
1202,3,1,0,2,71483
1203,4,0,0,2,71483
1204,5,0,1,3,71483
1205,6,0,1,4,71483
1206,7,0,1,5,71483
1207,8,0,1,6,71483
1208,9,0,1,7,71483
1209,10,0,0,7,71483
1210,11,0,1,8,71483
1211,12,0,1,9,71483
1212,13,0,1,10,71483
1213,14,0,1,11,71483
1214,15,1,1,12,71483
1215,16,0,1,13,71483
1216,17,1,0,13,71483
1217,18,0,1,14,71483
1218,19,0,1,15,71483
1219,20,0,1,16,71483
1220,21,0,1,17,71483
1221,22,0,1,18,71483
1222,23,0,1,19,71483
1223,24,0,1,20,71483
1224,25,0,1,21,71483
1225,26,0,1,22,71483
1226,27,0,1,23,71483
1227,28,0,1,24,71483
1228,29,1,0,24,71483
1229,30,0,1,25,71483
1230,31,0,1,26,71483
1231,32,0,1,27,71483
1232,33,0,1,28,71483
1233,34,0,1,29,71483
1234,35,0,1,30,71483
1235,36,0,1,31,71483
1236,37,0,1,32,71483
1237,38,0,1,33,71483
1238,39,0,1,34,71483
1239,40,0,1,35,71483
1240,41,0,1,36,71483
1241,42,0,1,37,71483
1242,43,0,1,38,71483
1243,44,0,1,39,71483
1244,45,0,1,40,71483
1245,46,0,1,41,71483
1246,47,0,1,42,71483
1247,48,0,1,43,71483
1248,49,0,1,44,71483
1249,50,0,1,45,71483
1250,51,0,1,46,71483
1251,52,0,1,47,71483
1252,53,0,0,47,71483
1253,54,0,0,47,71483
1254,55,0,0,47,71483
1255,56,0,0,47,71483
1256,57,0,0,47,71483
1257,58,1,1,48,71483
1258,59,0,0,48,71483
1259,60,1,1,49,71483
1260,61,1,1,50,71483
1261,62,1,1,51,71483
1262,63,1,1,52,71483
1263,64,1,1,53,71483
1264,65,1,1,54,71483
1265,66,1,1,55,71483
1266,67,1,1,56,71483
1267,68,1,1,57,71483
1268,69,1,1,58,71483
1269,70,1,1,59,71483
1270,71,1,1,60,71483
1271,72,1,1,61,71483
1272,73,1,1,62,71483
1273,74,1,1,63,71483
1274,75,1,1,64,71483
1275,76,1,1,65,71483
1276,77,1,1,66,71483
1277,78,1,1,67,71483
1278,79,1,1,68,71483
1279,80,1,1,69,71483
1280,81,1,1,70,71483
1281,82,0,0,70,71483
1282,83,1,1,71,71483
1283,84,1,1,72,71483
1284,85,1,1,73,71483
1285,86,1,1,74,71483
1286,87,1,1,75,71483
1287,88,1,1,76,71483
1288,89,1,0,76,71483
1289,90,1,1,77,71483
1290,91,1,1,78,71483
1291,92,1,1,79,71483
1292,93,1,1,80,71483
1293,94,1,1,81,71483
1294,95,1,1,82,71483
1295,96,1,1,83,71483
1296,97,1,1,84,71483
1297,98,1,1,85,71483
1298,99,1,1,86,71483
1299,100,1,1,87,71483
1300,1,1,1,1,11396
1301,2,1,0,1,11396
1302,3,0,1,2,11396
1303,4,1,1,3,11396
1304,5,0,1,4,11396
1305,6,0,1,5,11396
1306,7,0,1,6,11396
1307,8,1,0,6,11396
1308,9,0,1,7,11396
1309,10,0,0,7,11396
1310,11,0,1,8,11396
1311,12,1,1,9,11396
1312,13,0,1,10,11396
1313,14,0,1,11,11396
1314,15,1,1,12,11396
1315,16,1,0,12,11396
1316,17,0,1,13,11396
1317,18,0,1,14,11396
1318,19,0,1,15,11396
1319,20,0,1,16,11396
1320,21,0,1,17,11396
1321,22,0,1,18,11396
1322,23,0,1,19,11396
1323,24,0,1,20,11396
1324,25,0,1,21,11396
1325,26,0,1,22,11396
1326,27,0,1,23,11396
1327,28,0,1,24,11396
1328,29,0,1,25,11396
1329,30,1,0,25,11396
1330,31,0,1,26,11396
1331,32,0,1,27,11396
1332,33,0,1,28,11396
1333,34,0,1,29,11396
1334,35,1,0,29,11396
1335,36,0,1,30,11396
1336,37,0,1,31,11396
1337,38,0,1,32,11396
1338,39,0,1,33,11396
1339,40,0,1,34,11396
1340,41,0,1,35,11396
1341,42,0,1,36,11396
1342,43,0,1,37,11396
1343,44,0,1,38,11396
1344,45,0,1,39,11396
1345,46,0,1,40,11396
1346,47,0,1,41,11396
1347,48,0,1,42,11396
1348,49,0,1,43,11396
1349,50,0,1,44,11396
1350,51,0,1,45,11396
1351,52,0,1,46,11396
1352,53,0,0,46,11396
1353,54,0,0,46,11396
1354,55,0,0,46,11396
1355,56,0,0,46,11396
1356,57,0,0,46,11396
1357,58,0,0,46,11396
1358,59,1,1,47,11396
1359,60,1,1,48,11396
1360,61,1,1,49,11396
1361,62,0,0,49,11396
1362,63,1,1,50,11396
1363,64,1,1,51,11396
1364,65,1,1,52,11396
1365,66,1,1,53,11396
1366,67,1,1,54,11396
1367,68,1,1,55,11396
1368,69,1,1,56,11396
1369,70,1,1,57,11396
1370,71,1,1,58,11396
1371,72,1,1,59,11396
1372,73,1,1,60,11396
1373,74,1,1,61,11396
1374,75,1,1,62,11396
1375,76,1,1,63,11396
1376,77,1,1,64,11396
1377,78,1,1,65,11396
1378,79,1,1,66,11396
1379,80,1,1,67,11396
1380,81,1,1,68,11396
1381,82,1,1,69,11396
1382,83,1,1,70,11396
1383,84,1,1,71,11396
1384,85,1,1,72,11396
1385,86,1,1,73,11396
1386,87,1,1,74,11396
1387,88,1,1,75,11396
1388,89,1,0,75,11396
1389,90,1,1,76,11396
1390,91,1,1,77,11396
1391,92,1,1,78,11396
1392,93,1,1,79,11396
1393,94,1,1,80,11396
1394,95,1,1,81,11396
1395,96,1,1,82,11396
1396,97,1,1,83,11396
1397,98,1,1,84,11396
1398,99,1,1,85,11396
1399,100,1,1,86,11396
1400,1,0,1,1,77398
1401,2,0,1,2,77398
1402,3,1,0,2,77398
1403,4,0,0,2,77398
1404,5,0,1,3,77398
1405,6,0,1,4,77398
1406,7,0,1,5,77398
1407,8,0,1,6,77398
1408,9,1,0,6,77398
1409,10,0,0,6,77398
1410,11,0,1,7,77398
1411,12,0,1,8,77398
1412,13,0,1,9,77398
1413,14,0,1,10,77398
1414,15,0,1,11,77398
1415,16,0,1,12,77398
1416,17,0,1,13,77398
1417,18,0,1,14,77398
1418,19,0,1,15,77398
1419,20,0,1,16,77398
1420,21,0,1,17,77398
1421,22,0,1,18,77398
1422,23,0,1,19,77398
1423,24,0,1,20,77398
1424,25,0,1,21,77398
1425,26,0,1,22,77398
1426,27,0,1,23,77398
1427,28,0,1,24,77398
1428,29,0,1,25,77398
1429,30,0,1,26,77398
1430,31,0,1,27,77398
1431,32,0,1,28,77398
1432,33,0,1,29,77398
1433,34,0,1,30,77398
1434,35,0,1,31,77398
1435,36,0,1,32,77398
1436,37,0,1,33,77398
1437,38,0,1,34,77398
1438,39,0,1,35,77398
1439,40,0,1,36,77398
1440,41,0,1,37,77398
1441,42,0,1,38,77398
1442,43,0,1,39,77398
1443,44,0,1,40,77398
1444,45,0,1,41,77398
1445,46,0,1,42,77398
1446,47,0,1,43,77398
1447,48,0,1,44,77398
1448,49,0,1,45,77398
1449,50,0,1,46,77398
1450,51,0,1,47,77398
1451,52,0,1,48,77398
1452,53,0,0,48,77398
1453,54,0,0,48,77398
1454,55,0,0,48,77398
1455,56,1,1,49,77398
1456,57,0,0,49,77398
1457,58,0,0,49,77398
1458,59,1,1,50,77398
1459,60,1,1,51,77398
1460,61,1,1,52,77398
1461,62,0,0,52,77398
1462,63,1,1,53,77398
1463,64,1,1,54,77398
1464,65,1,1,55,77398
1465,66,1,1,56,77398
1466,67,1,1,57,77398
1467,68,1,1,58,77398
1468,69,1,1,59,77398
1469,70,1,1,60,77398
1470,71,1,1,61,77398
1471,72,1,1,62,77398
1472,73,1,1,63,77398
1473,74,1,1,64,77398
1474,75,1,1,65,77398
1475,76,1,1,66,77398
1476,77,1,1,67,77398
1477,78,1,1,68,77398
1478,79,1,1,69,77398
1479,80,1,1,70,77398
1480,81,1,1,71,77398
1481,82,1,1,72,77398
1482,83,1,1,73,77398
1483,84,1,1,74,77398
1484,85,1,1,75,77398
1485,86,1,1,76,77398
1486,87,1,1,77,77398
1487,88,1,1,78,77398
1488,89,1,0,78,77398
1489,90,1,1,79,77398
1490,91,1,1,80,77398
1491,92,1,1,81,77398
1492,93,1,1,82,77398
1493,94,1,1,83,77398
1494,95,1,1,84,77398
1495,96,0,0,84,77398
1496,97,1,1,85,77398
1497,98,1,1,86,77398
1498,99,1,1,87,77398
1499,100,1,1,88,77398
1500,1,0,1,1,55303
1501,2,1,0,1,55303
1502,3,1,0,1,55303
1503,4,0,0,1,55303
1504,5,0,1,2,55303
1505,6,0,1,3,55303
1506,7,0,1,4,55303
1507,8,0,1,5,55303
1508,9,0,1,6,55303
1509,10,0,0,6,55303
1510,11,0,1,7,55303
1511,12,0,1,8,55303
1512,13,0,1,9,55303
1513,14,0,1,10,55303
1514,15,0,1,11,55303
1515,16,0,1,12,55303
1516,17,0,1,13,55303
1517,18,0,1,14,55303
1518,19,0,1,15,55303
1519,20,0,1,16,55303
1520,21,1,0,16,55303
1521,22,0,1,17,55303
1522,23,0,1,18,55303
1523,24,0,1,19,55303
1524,25,0,1,20,55303
1525,26,0,1,21,55303
1526,27,0,1,22,55303
1527,28,0,1,23,55303
1528,29,0,1,24,55303
1529,30,0,1,25,55303
1530,31,0,1,26,55303
1531,32,0,1,27,55303
1532,33,0,1,28,55303
1533,34,0,1,29,55303
1534,35,0,1,30,55303
1535,36,0,1,31,55303
1536,37,0,1,32,55303
1537,38,0,1,33,55303
1538,39,0,1,34,55303
1539,40,0,1,35,55303
1540,41,0,1,36,55303
1541,42,0,1,37,55303
1542,43,0,1,38,55303
1543,44,0,1,39,55303
1544,45,0,1,40,55303
1545,46,0,1,41,55303
1546,47,0,1,42,55303
1547,48,1,0,42,55303
1548,49,0,1,43,55303
1549,50,0,1,44,55303
1550,51,0,1,45,55303
1551,52,0,1,46,55303
1552,53,0,0,46,55303
1553,54,0,0,46,55303
1554,55,0,0,46,55303
1555,56,0,0,46,55303
1556,57,1,1,47,55303
1557,58,0,0,47,55303
1558,59,0,0,47,55303
1559,60,0,1,48,55303
1560,61,0,0,48,55303
1561,62,1,1,49,55303
1562,63,1,1,50,55303
1563,64,0,0,50,55303
1564,65,1,1,51,55303
1565,66,1,1,52,55303
1566,67,1,1,53,55303
1567,68,1,1,54,55303
1568,69,1,1,55,55303
1569,70,1,1,56,55303
1570,71,1,1,57,55303
1571,72,1,1,58,55303
1572,73,1,1,59,55303
1573,74,1,1,60,55303
1574,75,1,1,61,55303
1575,76,1,1,62,55303
1576,77,1,1,63,55303
1577,78,1,1,64,55303
1578,79,1,1,65,55303
1579,80,1,1,66,55303
1580,81,1,1,67,55303
1581,82,1,1,68,55303
1582,83,1,1,69,55303
1583,84,1,1,70,55303
1584,85,1,1,71,55303
1585,86,1,1,72,55303
1586,87,1,1,73,55303
1587,88,1,1,74,55303
1588,89,1,0,74,55303
1589,90,1,1,75,55303
1590,91,1,1,76,55303
1591,92,1,1,77,55303
1592,93,1,1,78,55303
1593,94,1,1,79,55303
1594,95,1,1,80,55303
1595,96,1,1,81,55303
1596,97,1,1,82,55303
1597,98,1,1,83,55303
1598,99,1,1,84,55303
1599,100,1,1,85,55303
1600,1,1,1,1,4166
1601,2,1,0,1,4166
1602,3,1,0,1,4166
1603,4,0,0,1,4166
1604,5,1,1,2,4166
1605,6,0,1,3,4166
1606,7,0,1,4,4166
1607,8,0,1,5,4166
1608,9,1,0,5,4166
1609,10,0,0,5,4166
1610,11,0,1,6,4166
1611,12,1,1,7,4166
1612,13,0,1,8,4166
1613,14,1,0,8,4166
1614,15,0,1,9,4166
1615,16,1,0,9,4166
1616,17,0,1,10,4166
1617,18,0,1,11,4166
1618,19,0,1,12,4166
1619,20,0,1,13,4166
1620,21,0,1,14,4166
1621,22,0,1,15,4166
